country,country_code,year,indicator,indicator_code,unit,value
Bolivia,BOL,2006,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,1202.71150446327
Bolivia,BOL,2007,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,1354.54905949929
Bolivia,BOL,2008,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,1692.67248455876
Bolivia,BOL,2009,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,1731.18172112209
Bolivia,BOL,2010,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,1929.78373077158
Bolivia,BOL,2011,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2315.52121930607
Bolivia,BOL,2012,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2575.59857098084
Bolivia,BOL,2013,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2870.02377000756
Bolivia,BOL,2014,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3041.43503162408
Bolivia,BOL,2015,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2996.01289811344
Bolivia,BOL,2016,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3035.87347732132
Bolivia,BOL,2017,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4048.40119739839
Bolivia,BOL,2018,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4206.8552936661
Bolivia,BOL,2019,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4203.15492855788
Bolivia,BOL,2020,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3580.96761778303
Bolivia,BOL,2021,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4010.76053686204
Bolivia,BOL,2022,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4219.46113742445
Bolivia,BOL,2023,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4274.70820547613
Bolivia,BOL,2024,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4421.16609889999
Bolivia,BOL,2025,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5147.81081955367
Brasil,BRA,2000,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3766.54811466032
Brasil,BRA,2001,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3176.28935747524
Brasil,BRA,2002,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2855.94018885769
Brasil,BRA,2003,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3090.6070097455
Brasil,BRA,2004,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3663.823188064
Brasil,BRA,2005,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4827.78173074714
Brasil,BRA,2006,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5934.14470924968
Brasil,BRA,2007,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,7409.69130673473
Brasil,BRA,2008,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,8908.33176538648
Brasil,BRA,2009,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,8678.6592244676
Brasil,BRA,2010,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,11403.2821278747
Brasil,BRA,2011,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,13396.6243562986
Brasil,BRA,2012,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,12521.7213519966
Brasil,BRA,2013,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,12458.8912138813
Brasil,BRA,2014,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,12274.9939689363
Brasil,BRA,2015,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,8936.19661712113
Brasil,BRA,2016,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,8836.28652735657
Brasil,BRA,2017,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,10080.5092819305
Brasil,BRA,2018,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,9300.66164923219
Brasil,BRA,2019,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,9029.83326681073
Brasil,BRA,2020,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,7074.19378337644
Brasil,BRA,2021,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,7972.5366498646
Brasil,BRA,2022,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,9281.33334441234
Brasil,BRA,2023,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,10377.5892792557
Brasil,BRA,2024,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,10310.5486973693
Brasil,BRA,2025,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,10713.2856869511
Chile,CHL,2000,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5052.99245766325
Chile,CHL,2001,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4563.5952986689
Chile,CHL,2002,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4430.84741157984
Chile,CHL,2003,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4773.40177520754
Chile,CHL,2004,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6120.59152055344
Chile,CHL,2005,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,7480.32330998636
Chile,CHL,2006,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,9318.65655296121
Chile,CHL,2007,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,10346.4138184533
Chile,CHL,2008,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,10683.2188772511
Chile,CHL,2009,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,10098.8017167286
Chile,CHL,2010,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,12632.8704724192
Chile,CHL,2011,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,14487.3927832032
Chile,CHL,2012,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,15241.9069981119
Chile,CHL,2013,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,15683.5486369155
Chile,CHL,2014,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,14529.6767206336
Chile,CHL,2015,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,13433.9202987032
Chile,CHL,2016,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,13649.8520452803
Chile,CHL,2017,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,14879.9086227187
Chile,CHL,2018,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,15659.4808675628
Chile,CHL,2019,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,14496.9345640362
Chile,CHL,2020,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,13117.9930230086
Chile,CHL,2021,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,16216.1840860289
Chile,CHL,2022,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,15399.1044717559
Chile,CHL,2023,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,17081.5180740049
Chile,CHL,2024,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,16658.9652720351
Chile,CHL,2025,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,17994.5911957485
Colombia,COL,2000,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2555.00751039968
Colombia,COL,2001,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2472.99084035833
Colombia,COL,2002,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2428.92969771584
Colombia,COL,2003,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2311.94218760291
Colombia,COL,2004,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2818.57195413044
Colombia,COL,2005,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3456.06610874512
Colombia,COL,2006,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3789.85361217027
Colombia,COL,2007,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4769.926147194
Colombia,COL,2008,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5541.83629665898
Colombia,COL,2009,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5250.97292433518
Colombia,COL,2010,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6398.2958447102
Colombia,COL,2011,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,7400.9940695669
Colombia,COL,2012,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,8108.59838244229
Colombia,COL,2013,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,8279.10255642981
Colombia,COL,2014,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,8187.20824890084
Colombia,COL,2015,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6248.51490534512
Colombia,COL,2016,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5959.84250367574
Colombia,COL,2017,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6479.53231292429
Colombia,COL,2018,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6816.96818309544
Colombia,COL,2019,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6472.54544924705
Colombia,COL,2020,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5339.68711357943
Colombia,COL,2021,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6222.62164397614
Colombia,COL,2022,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6680.44506854481
Colombia,COL,2023,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,7012.49169137756
Colombia,COL,2024,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,7951.08624019412
Colombia,COL,2025,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,8561.62091854449
Ecuador,ECU,2000,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,1382.23421759909
Ecuador,ECU,2001,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,1791.30359685037
Ecuador,ECU,2002,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2059.1585535974
Ecuador,ECU,2003,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2315.62215223014
Ecuador,ECU,2004,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2586.20914663347
Ecuador,ECU,2005,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2909.02606014388
Ecuador,ECU,2006,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3243.67010359339
Ecuador,ECU,2007,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3478.92488770671
Ecuador,ECU,2008,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4194.75750661981
Ecuador,ECU,2009,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4053.36331139298
Ecuador,ECU,2010,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4520.30959039763
Ecuador,ECU,2011,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5153.6916424375
Ecuador,ECU,2012,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5634.08393191094
Ecuador,ECU,2013,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6109.29031510341
Ecuador,ECU,2014,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6405.79979300441
Ecuador,ECU,2015,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5976.1596805651
Ecuador,ECU,2016,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5917.63771271481
Ecuador,ECU,2017,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6233.32244797718
Ecuador,ECU,2018,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6303.91886658338
Ecuador,ECU,2019,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6205.05765246766
Ecuador,ECU,2020,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5463.64515348598
Ecuador,ECU,2021,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6061.32350181711
Ecuador,ECU,2022,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6515.58528418336
Ecuador,ECU,2023,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6718.1447938811
Ecuador,ECU,2024,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6826.5294137822
Ecuador,ECU,2025,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,7125.27618527738
Guyana,GUY,2000,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,931.796651718955
Guyana,GUY,2001,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,931.574723847673
Guyana,GUY,2002,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,950.866932470993
Guyana,GUY,2003,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,973.742598054188
Guyana,GUY,2004,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,1033.31030902188
Guyana,GUY,2005,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,1084.06541388904
Guyana,GUY,2006,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3135.60553528326
Guyana,GUY,2007,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3608.28685240188
Guyana,GUY,2008,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4008.9628671603
Guyana,GUY,2009,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4209.13230624565
Guyana,GUY,2010,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4581.76179693492
Guyana,GUY,2011,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4947.22170589917
Guyana,GUY,2012,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5444.39751913913
Guyana,GUY,2013,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5556.91231156932
Guyana,GUY,2014,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5472.68820452237
Guyana,GUY,2015,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5640.41560569466
Guyana,GUY,2016,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5870.87823759835
Guyana,GUY,2017,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6178.6650437298
Guyana,GUY,2018,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6048.38697180418
Guyana,GUY,2019,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6405.82443444562
Guyana,GUY,2020,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6775.70939096303
Guyana,GUY,2021,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,9860.87014834386
Guyana,GUY,2022,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,17913.4928066879
Guyana,GUY,2023,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,20473.7002190617
Guyana,GUY,2024,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,29675.2501582835
Guyana,GUY,2025,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,32413.7930757518
Paraguay,PRY,2000,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,1736.11729210765
Paraguay,PRY,2001,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,1637.68615122932
Paraguay,PRY,2002,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,1367.76506935997
Paraguay,PRY,2003,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,1443.99885236205
Paraguay,PRY,2004,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,1786.21533938543
Paraguay,PRY,2005,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,1970.87169852378
Paraguay,PRY,2006,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2439.43124694576
Paraguay,PRY,2007,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3211.93621659546
Paraguay,PRY,2008,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4384.9546943793
Paraguay,PRY,2009,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3941.84815479271
Paraguay,PRY,2010,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4750.96273669322
Paraguay,PRY,2011,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5805.40154543044
Paraguay,PRY,2012,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5642.1699167298
Paraguay,PRY,2013,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6435.68342733182
Paraguay,PRY,2014,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6652.25478942291
Paraguay,PRY,2015,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5879.33792308671
Paraguay,PRY,2016,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5775.1596339946
Paraguay,PRY,2017,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6152.26711537703
Paraguay,PRY,2018,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6258.44991640954
Paraguay,PRY,2019,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5821.18199548637
Paraguay,PRY,2020,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5365.47220721191
Paraguay,PRY,2021,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5974.9057185863
Paraguay,PRY,2022,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6189.10205375331
Paraguay,PRY,2023,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6303.26495017292
Paraguay,PRY,2024,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6456.60723068562
Paraguay,PRY,2025,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,7026.61906146401
Perú,PER,2000,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,1945.41338451698
Perú,PER,2001,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,1929.57273038846
Perú,PER,2002,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2007.37019626753
Perú,PER,2003,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2129.44114197634
Perú,PER,2004,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2397.25147277714
Perú,PER,2005,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2706.66947297608
Perú,PER,2006,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3129.55996496982
Perú,PER,2007,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3581.0893081917
Perú,PER,2008,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4197.58444634142
Perú,PER,2009,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4181.18755462253
Perú,PER,2010,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5072.11494019615
Perú,PER,2011,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5861.35793645245
Perú,PER,2012,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6519.37852981527
Perú,PER,2013,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6746.80025696601
Perú,PER,2014,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6667.13410360861
Perú,PER,2015,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6231.71150338894
Perú,PER,2016,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6217.03599995447
Perú,PER,2017,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6736.16693725487
Perú,PER,2018,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6978.49121548627
Perú,PER,2019,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,7037.00803692604
Perú,PER,2020,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6133.32552410183
Perú,PER,2021,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6828.53422535638
Perú,PER,2022,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,7353.74598721667
Perú,PER,2023,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,7919.04634828547
Perú,PER,2024,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,8526.29665719783
Perú,PER,2025,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,9684.41170314988
Surinam,SUR,2000,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,1988.22172925433
Surinam,SUR,2001,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,1714.64846637242
Surinam,SUR,2002,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2202.340682196
Surinam,SUR,2003,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2516.10404020956
Surinam,SUR,2004,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2887.7721728844
Surinam,SUR,2005,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3453.42865937765
Surinam,SUR,2006,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5002.65798695759
Surinam,SUR,2007,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5530.17615638309
Surinam,SUR,2008,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6576.08546307249
Surinam,SUR,2009,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,7129.5768626291
Surinam,SUR,2010,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,7943.60482816915
Surinam,SUR,2011,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,7949.88867218383
Surinam,SUR,2012,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,8851.24050668908
Surinam,SUR,2013,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,9043.19281529222
Surinam,SUR,2014,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,9108.18905406764
Surinam,SUR,2015,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,8813.61705392067
Surinam,SUR,2016,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5644.2061057532
Surinam,SUR,2017,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6049.52128553675
Surinam,SUR,2018,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6665.74180472239
Surinam,SUR,2019,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6629.66775248603
Surinam,SUR,2020,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4755.39221710693
Surinam,SUR,2021,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5029.84838543953
Surinam,SUR,2022,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6084.43876736445
Surinam,SUR,2023,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5521.97602122638
Surinam,SUR,2024,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6961.78956060258
Surinam,SUR,2025,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,7069.87230892274
Uruguay,URY,2000,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6987.70098766257
Uruguay,URY,2001,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6382.76104740859
Uruguay,URY,2002,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4149.76140312687
Uruguay,URY,2003,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3671.12329256883
Uruguay,URY,2004,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4168.66065438387
Uruguay,URY,2005,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5284.25677987129
Uruguay,URY,2006,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6001.33294783172
Uruguay,URY,2007,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,7222.05403645877
Uruguay,URY,2008,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,9423.96562595893
Uruguay,URY,2009,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,9881.39573127081
Uruguay,URY,2010,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,12641.0576849008
Uruguay,URY,2011,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,15132.2675725587
Uruguay,URY,2012,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,16259.5940814256
Uruguay,URY,2013,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,18335.2594772322
Uruguay,URY,2014,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,18322.4276767157
Uruguay,URY,2015,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,17125.9016800298
Uruguay,URY,2016,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,17009.7584207276
Uruguay,URY,2017,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,19184.6626114272
Uruguay,URY,2018,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,19249.9404677501
Uruguay,URY,2019,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,18315.7350377437
Uruguay,URY,2020,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,15757.5341990356
Uruguay,URY,2021,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,17881.8119616753
Uruguay,URY,2022,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,21009.2883798725
Uruguay,URY,2023,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,23378.6399733516
Uruguay,URY,2024,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,24308.4954958447
Uruguay,URY,2025,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,25215.8238152781
Venezuela,VEN,2000,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4776.2816763938
Venezuela,VEN,2001,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4920.39313600453
Venezuela,VEN,2002,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3652.09896501865
Venezuela,VEN,2003,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3229.50557082079
Venezuela,VEN,2004,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4269.08970872392
Venezuela,VEN,2005,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,5432.4854184654
Venezuela,VEN,2006,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,6739.38065342218
Venezuela,VEN,2007,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,8331.62096991844
Venezuela,VEN,2008,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,11262.4514256759
Venezuela,VEN,2009,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,11596.6021921731
Venezuela,VEN,2010,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,13646.3046622664
Venezuela,VEN,2011,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,10843.9229703167
Venezuela,VEN,2012,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,12582.0125686037
Venezuela,VEN,2013,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,8642.37380007027
Venezuela,VEN,2014,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,7101.15006382986
Venezuela,VEN,2015,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,4096.61989137473
Venezuela,VEN,2016,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3671.23004093383
Venezuela,VEN,2017,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3791.63262049576
Venezuela,VEN,2018,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,3421.51341607593
Venezuela,VEN,2019,PIB per cápita,NY.GDP.PCAP.CD,US$ corrientes,2523.11527549578
